codigo_dane,nombre_ieo,comuna,zona_geo,zona_edu,año,promedio
176001029411,Institución Educativa Agustín Nieto Caballero,11,Urbana,Sur-Oriente,2016,271
176001029411,Institución Educativa Agustín Nieto Caballero,11,Urbana,Sur-Oriente,2017,265
176001029411,Institución Educativa Agustín Nieto Caballero,11,Urbana,Sur-Oriente,2018,256
176001029411,Institución Educativa Agustín Nieto Caballero,11,Urbana,Sur-Oriente,2019,253
176001029411,Institución Educativa Agustín Nieto Caballero,11,Urbana,Sur-Oriente,2020,252
176001029411,Institución Educativa Agustín Nieto Caballero,11,Urbana,Sur-Oriente,2021,241
176001029411,Institución Educativa Agustín Nieto Caballero,11,Urbana,Sur-Oriente,2022,258
176001001681,Institución Educativa Alberto Carvajal Borrero,8,Urbana,Centro,2016,264
176001001681,Institución Educativa Alberto Carvajal Borrero,8,Urbana,Centro,2017,257
176001001681,Institución Educativa Alberto Carvajal Borrero,8,Urbana,Centro,2018,244
176001001681,Institución Educativa Alberto Carvajal Borrero,8,Urbana,Centro,2019,253
176001001681,Institución Educativa Alberto Carvajal Borrero,8,Urbana,Centro,2020,244
176001001681,Institución Educativa Alberto Carvajal Borrero,8,Urbana,Centro,2021,247
176001001681,Institución Educativa Alberto Carvajal Borrero,8,Urbana,Centro,2022,249
176001040101,Institución Educativa Alfonso López Pumarejo,7,Urbana,Nor-Oriente,2016,252
176001040101,Institución Educativa Alfonso López Pumarejo,7,Urbana,Nor-Oriente,2017,246
176001040101,Institución Educativa Alfonso López Pumarejo,7,Urbana,Nor-Oriente,2018,251
176001040101,Institución Educativa Alfonso López Pumarejo,7,Urbana,Nor-Oriente,2019,241
176001040101,Institución Educativa Alfonso López Pumarejo,7,Urbana,Nor-Oriente,2020,243
176001040101,Institución Educativa Alfonso López Pumarejo,7,Urbana,Nor-Oriente,2021,242
176001040101,Institución Educativa Alfonso López Pumarejo,7,Urbana,Nor-Oriente,2022,240
176001011163,Institución Educativa Álvaro Echeverry Perea,18,Urbana,Sur,2016,268
176001011163,Institución Educativa Álvaro Echeverry Perea,18,Urbana,Sur,2017,273
176001011163,Institución Educativa Álvaro Echeverry Perea,18,Urbana,Sur,2018,270
176001011163,Institución Educativa Álvaro Echeverry Perea,18,Urbana,Sur,2019,264
176001011163,Institución Educativa Álvaro Echeverry Perea,18,Urbana,Sur,2020,265
176001011163,Institución Educativa Álvaro Echeverry Perea,18,Urbana,Sur,2021,259
176001011163,Institución Educativa Álvaro Echeverry Perea,18,Urbana,Sur,2022,271
176001003161,Institución Educativa Bartolomé Loboguerrero,13,Urbana,Oriente,2016,240
176001003161,Institución Educativa Bartolomé Loboguerrero,13,Urbana,Oriente,2017,243
176001003161,Institución Educativa Bartolomé Loboguerrero,13,Urbana,Oriente,2018,237
176001003161,Institución Educativa Bartolomé Loboguerrero,13,Urbana,Oriente,2019,238
176001003161,Institución Educativa Bartolomé Loboguerrero,13,Urbana,Oriente,2020,224
176001003161,Institución Educativa Bartolomé Loboguerrero,13,Urbana,Oriente,2021,233
176001003161,Institución Educativa Bartolomé Loboguerrero,13,Urbana,Oriente,2022,238
176001008791,Institución Educativa Boyacá,11,Urbana,Sur-Oriente,2016,241
176001008791,Institución Educativa Boyacá,11,Urbana,Sur-Oriente,2017,238
176001008791,Institución Educativa Boyacá,11,Urbana,Sur-Oriente,2018,237
176001008791,Institución Educativa Boyacá,11,Urbana,Sur-Oriente,2019,229
176001008791,Institución Educativa Boyacá,11,Urbana,Sur-Oriente,2020,229
176001008791,Institución Educativa Boyacá,11,Urbana,Sur-Oriente,2021,241
176001008791,Institución Educativa Boyacá,11,Urbana,Sur-Oriente,2022,232
176001008642,Institución Educativa Carlos Holguín Lloreda,10,Urbana,Sur-Oriente,2016,265
176001008642,Institución Educativa Carlos Holguín Lloreda,10,Urbana,Sur-Oriente,2017,256
176001008642,Institución Educativa Carlos Holguín Lloreda,10,Urbana,Sur-Oriente,2018,261
176001008642,Institución Educativa Carlos Holguín Lloreda,10,Urbana,Sur-Oriente,2019,254
176001008642,Institución Educativa Carlos Holguín Lloreda,10,Urbana,Sur-Oriente,2020,251
176001008642,Institución Educativa Carlos Holguín Lloreda,10,Urbana,Sur-Oriente,2021,248
176001008642,Institución Educativa Carlos Holguín Lloreda,10,Urbana,Sur-Oriente,2022,255
176001007131,Institución Educativa Carlos Holmes Trujillo,16,Urbana,Sur-Oriente,2016,241
176001007131,Institución Educativa Carlos Holmes Trujillo,16,Urbana,Sur-Oriente,2017,227
176001007131,Institución Educativa Carlos Holmes Trujillo,16,Urbana,Sur-Oriente,2018,231
176001007131,Institución Educativa Carlos Holmes Trujillo,16,Urbana,Sur-Oriente,2019,236
176001007131,Institución Educativa Carlos Holmes Trujillo,16,Urbana,Sur-Oriente,2020,229
176001007131,Institución Educativa Carlos Holmes Trujillo,16,Urbana,Sur-Oriente,2021,230
176001007131,Institución Educativa Carlos Holmes Trujillo,16,Urbana,Sur-Oriente,2022,220
176001020065,Institución Educativa Celmira Bueno De Orejuela,5,Urbana,Nor-Oriente,2016,269
176001020065,Institución Educativa Celmira Bueno De Orejuela,5,Urbana,Nor-Oriente,2017,257
176001020065,Institución Educativa Celmira Bueno De Orejuela,5,Urbana,Nor-Oriente,2018,270
176001020065,Institución Educativa Celmira Bueno De Orejuela,5,Urbana,Nor-Oriente,2019,253
176001020065,Institución Educativa Celmira Bueno De Orejuela,5,Urbana,Nor-Oriente,2020,251
176001020065,Institución Educativa Celmira Bueno De Orejuela,5,Urbana,Nor-Oriente,2021,262
176001020065,Institución Educativa Celmira Bueno De Orejuela,5,Urbana,Nor-Oriente,2022,266
176001015975,Institución Educativa Ciudad Córdoba,15,Urbana,Sur-Oriente,2016,254
176001015975,Institución Educativa Ciudad Córdoba,15,Urbana,Sur-Oriente,2017,249
176001015975,Institución Educativa Ciudad Córdoba,15,Urbana,Sur-Oriente,2018,243
176001015975,Institución Educativa Ciudad Córdoba,15,Urbana,Sur-Oriente,2019,242
176001015975,Institución Educativa Ciudad Córdoba,15,Urbana,Sur-Oriente,2020,235
176001015975,Institución Educativa Ciudad Córdoba,15,Urbana,Sur-Oriente,2021,228
176001015975,Institución Educativa Ciudad Córdoba,15,Urbana,Sur-Oriente,2022,239
176001005805,Institución Educativa Ciudad Modelo,11,Urbana,Sur-Oriente,2016,262
176001005805,Institución Educativa Ciudad Modelo,11,Urbana,Sur-Oriente,2017,247
176001005805,Institución Educativa Ciudad Modelo,11,Urbana,Sur-Oriente,2018,252
176001005805,Institución Educativa Ciudad Modelo,11,Urbana,Sur-Oriente,2019,250
176001005805,Institución Educativa Ciudad Modelo,11,Urbana,Sur-Oriente,2020,243
176001005805,Institución Educativa Ciudad Modelo,11,Urbana,Sur-Oriente,2021,245
176001005805,Institución Educativa Ciudad Modelo,11,Urbana,Sur-Oriente,2022,238
176001004256,Institución Educativa Cristóbal Colon,16,Urbana,Sur-Oriente,2016,235
176001004256,Institución Educativa Cristóbal Colon,16,Urbana,Sur-Oriente,2017,243
176001004256,Institución Educativa Cristóbal Colon,16,Urbana,Sur-Oriente,2018,240
176001004256,Institución Educativa Cristóbal Colon,16,Urbana,Sur-Oriente,2019,225
176001004256,Institución Educativa Cristóbal Colon,16,Urbana,Sur-Oriente,2020,235
176001004256,Institución Educativa Cristóbal Colon,16,Urbana,Sur-Oriente,2021,222
176001004256,Institución Educativa Cristóbal Colon,16,Urbana,Sur-Oriente,2022,237
176001001818,Institución Educativa De Santa Librada,3,Urbana,Norte,2016,281
176001001818,Institución Educativa De Santa Librada,3,Urbana,Norte,2017,272
176001001818,Institución Educativa De Santa Librada,3,Urbana,Norte,2018,262
176001001818,Institución Educativa De Santa Librada,3,Urbana,Norte,2019,261
176001001818,Institución Educativa De Santa Librada,3,Urbana,Norte,2020,259
176001001818,Institución Educativa De Santa Librada,3,Urbana,Norte,2021,253
176001001818,Institución Educativa De Santa Librada,3,Urbana,Norte,2022,265
176001007115,Institución Educativa El Diamante,13,Urbana,Oriente,2016,257
176001007115,Institución Educativa El Diamante,13,Urbana,Oriente,2017,251
176001007115,Institución Educativa El Diamante,13,Urbana,Oriente,2018,244
176001007115,Institución Educativa El Diamante,13,Urbana,Oriente,2019,250
176001007115,Institución Educativa El Diamante,13,Urbana,Oriente,2020,232
176001007115,Institución Educativa El Diamante,13,Urbana,Oriente,2021,232
176001007115,Institución Educativa El Diamante,13,Urbana,Oriente,2022,247
276001004889,Institución Educativa El Hormiguero,52,Rural,Sur,2016,216
276001004889,Institución Educativa El Hormiguero,52,Rural,Sur,2017,241
276001004889,Institución Educativa El Hormiguero,52,Rural,Sur,2018,230
276001004889,Institución Educativa El Hormiguero,52,Rural,Sur,2019,221
276001004889,Institución Educativa El Hormiguero,52,Rural,Sur,2020,247
276001004889,Institución Educativa El Hormiguero,52,Rural,Sur,2021,231
276001004889,Institución Educativa El Hormiguero,52,Rural,Sur,2022,237
176001001770,Institución Educativa Eustaquio Palacios,19,Urbana,Sur,2016,262
176001001770,Institución Educativa Eustaquio Palacios,19,Urbana,Sur,2017,263
176001001770,Institución Educativa Eustaquio Palacios,19,Urbana,Sur,2018,256
176001001770,Institución Educativa Eustaquio Palacios,19,Urbana,Sur,2019,248
176001001770,Institución Educativa Eustaquio Palacios,19,Urbana,Sur,2020,244
176001001770,Institución Educativa Eustaquio Palacios,19,Urbana,Sur,2021,241
176001001770,Institución Educativa Eustaquio Palacios,19,Urbana,Sur,2022,253
176001002911,Institución Educativa Eva Riascos Plata,12,Urbana,Centro,2016,244
176001002911,Institución Educativa Eva Riascos Plata,12,Urbana,Centro,2017,220
176001002911,Institución Educativa Eva Riascos Plata,12,Urbana,Centro,2018,226
176001002911,Institución Educativa Eva Riascos Plata,12,Urbana,Centro,2019,208
176001002911,Institución Educativa Eva Riascos Plata,12,Urbana,Centro,2020,225
176001002911,Institución Educativa Eva Riascos Plata,12,Urbana,Centro,2021,238
176001002911,Institución Educativa Eva Riascos Plata,12,Urbana,Centro,2022,243
176001004329,Institución Educativa Evaristo García,8,Urbana,Centro,2016,256
176001004329,Institución Educativa Evaristo García,8,Urbana,Centro,2017,243
176001004329,Institución Educativa Evaristo García,8,Urbana,Centro,2018,251
176001004329,Institución Educativa Evaristo García,8,Urbana,Centro,2019,251
176001004329,Institución Educativa Evaristo García,8,Urbana,Centro,2020,241
176001004329,Institución Educativa Evaristo García,8,Urbana,Centro,2021,242
176001004329,Institución Educativa Evaristo García,8,Urbana,Centro,2022,262
276001012831,Institución Educativa Felidia,59,Rural,Norte,2016,285
276001012831,Institución Educativa Felidia,59,Rural,Norte,2017,272
276001012831,Institución Educativa Felidia,59,Rural,Norte,2018,252
276001012831,Institución Educativa Felidia,59,Rural,Norte,2019,244
276001012831,Institución Educativa Felidia,59,Rural,Norte,2020,239
276001012831,Institución Educativa Felidia,59,Rural,Norte,2021,263
276001012831,Institución Educativa Felidia,59,Rural,Norte,2022,286
276001010994,Institución Educativa Francisco José Lloreda Mera,60,Rural,Norte,2016,266
276001010994,Institución Educativa Francisco José Lloreda Mera,60,Rural,Norte,2017,260
276001010994,Institución Educativa Francisco José Lloreda Mera,60,Rural,Norte,2018,247
276001010994,Institución Educativa Francisco José Lloreda Mera,60,Rural,Norte,2019,242
276001010994,Institución Educativa Francisco José Lloreda Mera,60,Rural,Norte,2020,239
276001010994,Institución Educativa Francisco José Lloreda Mera,60,Rural,Norte,2021,243
276001010994,Institución Educativa Francisco José Lloreda Mera,60,Rural,Norte,2022,240
176001017374,Institución Educativa Gabriela Mistral,14,Urbana,Oriente,2016,235
176001017374,Institución Educativa Gabriela Mistral,14,Urbana,Oriente,2017,228
176001017374,Institución Educativa Gabriela Mistral,14,Urbana,Oriente,2018,226
176001017374,Institución Educativa Gabriela Mistral,14,Urbana,Oriente,2019,223
176001017374,Institución Educativa Gabriela Mistral,14,Urbana,Oriente,2020,222
176001017374,Institución Educativa Gabriela Mistral,14,Urbana,Oriente,2021,219
176001017374,Institución Educativa Gabriela Mistral,14,Urbana,Oriente,2022,224
176001001702,Institución Educativa General Alfredo Vásquez Cobo,9,Urbana,Centro,2016,271
176001001702,Institución Educativa General Alfredo Vásquez Cobo,9,Urbana,Centro,2017,257
176001001702,Institución Educativa General Alfredo Vásquez Cobo,9,Urbana,Centro,2018,253
176001001702,Institución Educativa General Alfredo Vásquez Cobo,9,Urbana,Centro,2019,256
176001001702,Institución Educativa General Alfredo Vásquez Cobo,9,Urbana,Centro,2020,249
176001001702,Institución Educativa General Alfredo Vásquez Cobo,9,Urbana,Centro,2021,244
176001001702,Institución Educativa General Alfredo Vásquez Cobo,9,Urbana,Centro,2022,249
176001006119,Institución Educativa General Francisco De Paula Santander,11,Urbana,Sur-Oriente,2016,246
176001006119,Institución Educativa General Francisco De Paula Santander,11,Urbana,Sur-Oriente,2017,249
176001006119,Institución Educativa General Francisco De Paula Santander,11,Urbana,Sur-Oriente,2018,257
176001006119,Institución Educativa General Francisco De Paula Santander,11,Urbana,Sur-Oriente,2019,237
176001006119,Institución Educativa General Francisco De Paula Santander,11,Urbana,Sur-Oriente,2020,238
176001006119,Institución Educativa General Francisco De Paula Santander,11,Urbana,Sur-Oriente,2021,236
176001006119,Institución Educativa General Francisco De Paula Santander,11,Urbana,Sur-Oriente,2022,236
176001800206,Institución Educativa General José María Cabal,18,Urbana,Sur,2020,233
176001800206,Institución Educativa General José María Cabal,18,Urbana,Sur,2021,224
176001800206,Institución Educativa General José María Cabal,18,Urbana,Sur,2022,235
276001022232,Institución Educativa Golondrinas,65,Rural,Norte,2016,290
276001022232,Institución Educativa Golondrinas,65,Rural,Norte,2017,267
276001022232,Institución Educativa Golondrinas,65,Rural,Norte,2018,266
276001022232,Institución Educativa Golondrinas,65,Rural,Norte,2019,245
276001022232,Institución Educativa Golondrinas,65,Rural,Norte,2020,251
276001022232,Institución Educativa Golondrinas,65,Rural,Norte,2021,247
276001022232,Institución Educativa Golondrinas,65,Rural,Norte,2022,248
176001001656,Institución Educativa Guillermo Valencia,4,Urbana,Nor-Oriente,2016,243
176001001656,Institución Educativa Guillermo Valencia,4,Urbana,Nor-Oriente,2017,238
176001001656,Institución Educativa Guillermo Valencia,4,Urbana,Nor-Oriente,2018,235
176001001656,Institución Educativa Guillermo Valencia,4,Urbana,Nor-Oriente,2019,253
176001001656,Institución Educativa Guillermo Valencia,4,Urbana,Nor-Oriente,2020,246
176001001656,Institución Educativa Guillermo Valencia,4,Urbana,Nor-Oriente,2021,248
176001001656,Institución Educativa Guillermo Valencia,4,Urbana,Nor-Oriente,2022,223
176001020693,Institución Educativa Humberto Jordán Mazuera,13,Urbana,Oriente,2016,244
176001020693,Institución Educativa Humberto Jordán Mazuera,13,Urbana,Oriente,2017,242
176001020693,Institución Educativa Humberto Jordán Mazuera,13,Urbana,Oriente,2018,237
176001020693,Institución Educativa Humberto Jordán Mazuera,13,Urbana,Oriente,2019,238
176001020693,Institución Educativa Humberto Jordán Mazuera,13,Urbana,Oriente,2020,233
176001020693,Institución Educativa Humberto Jordán Mazuera,13,Urbana,Oriente,2021,226
176001020693,Institución Educativa Humberto Jordán Mazuera,13,Urbana,Oriente,2022,232
176001005813,Institución Educativa Inem Jorge Isaacs,4,Urbana,Nor-Oriente,2016,274
176001005813,Institución Educativa Inem Jorge Isaacs,4,Urbana,Nor-Oriente,2017,267
176001005813,Institución Educativa Inem Jorge Isaacs,4,Urbana,Nor-Oriente,2018,267
176001005813,Institución Educativa Inem Jorge Isaacs,4,Urbana,Nor-Oriente,2019,265
176001005813,Institución Educativa Inem Jorge Isaacs,4,Urbana,Nor-Oriente,2020,264
176001005813,Institución Educativa Inem Jorge Isaacs,4,Urbana,Nor-Oriente,2021,261
176001005813,Institución Educativa Inem Jorge Isaacs,4,Urbana,Nor-Oriente,2022,269
176001004973,Institución Educativa Isaías Gamboa,1,Urbana,Norte,2016,251
176001004973,Institución Educativa Isaías Gamboa,1,Urbana,Norte,2017,230
176001004973,Institución Educativa Isaías Gamboa,1,Urbana,Norte,2018,238
176001004973,Institución Educativa Isaías Gamboa,1,Urbana,Norte,2019,236
176001004973,Institución Educativa Isaías Gamboa,1,Urbana,Norte,2020,235
176001004973,Institución Educativa Isaías Gamboa,1,Urbana,Norte,2021,235
176001004973,Institución Educativa Isaías Gamboa,1,Urbana,Norte,2022,239
176001024273,Institución Educativa Jesus Villafañe Franco,13,Urbana,Oriente,2016,238
176001024273,Institución Educativa Jesus Villafañe Franco,13,Urbana,Oriente,2017,235
176001024273,Institución Educativa Jesus Villafañe Franco,13,Urbana,Oriente,2018,222
176001024273,Institución Educativa Jesus Villafañe Franco,13,Urbana,Oriente,2019,208
176001024273,Institución Educativa Jesus Villafañe Franco,13,Urbana,Oriente,2020,217
176001024273,Institución Educativa Jesus Villafañe Franco,13,Urbana,Oriente,2021,219
176001024273,Institución Educativa Jesus Villafañe Franco,13,Urbana,Oriente,2022,223
176001005716,Institución Educativa Joaquín De Cayzedo Y Cuero,10,Urbana,Sur-Oriente,2016,275
176001005716,Institución Educativa Joaquín De Cayzedo Y Cuero,10,Urbana,Sur-Oriente,2017,276
176001005716,Institución Educativa Joaquín De Cayzedo Y Cuero,10,Urbana,Sur-Oriente,2018,259
176001005716,Institución Educativa Joaquín De Cayzedo Y Cuero,10,Urbana,Sur-Oriente,2019,264
176001005716,Institución Educativa Joaquín De Cayzedo Y Cuero,10,Urbana,Sur-Oriente,2020,255
176001005716,Institución Educativa Joaquín De Cayzedo Y Cuero,10,Urbana,Sur-Oriente,2021,242
176001005716,Institución Educativa Joaquín De Cayzedo Y Cuero,10,Urbana,Sur-Oriente,2022,265
176001003195,Institución Educativa José Antonio Galán,4,Urbana,Nor-Oriente,2016,242
176001003195,Institución Educativa José Antonio Galán,4,Urbana,Nor-Oriente,2017,248
176001003195,Institución Educativa José Antonio Galán,4,Urbana,Nor-Oriente,2018,255
176001003195,Institución Educativa José Antonio Galán,4,Urbana,Nor-Oriente,2019,256
